url,page_type,template,target_query,current_position,impressions,clicks,ctr,position_bracket,technical_status,content_status,internal_link_status,structured_data_status,performance_status,serp_coverage,aeo_status,geo_status,competitor_gap,primary_gap_type,priority,priority_score,evidence,recommended_actions,internal_link_suggestions,content_sections_to_add,schema_actions,aeo_actions,geo_actions
https://www.drivio.in/hero-honda/pleasure,listing,tpl_listing_hero-honda_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Orphan,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 0 (Depth -1) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/ktm/2024-duke-250,listing,tpl_listing_ktm_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Orphan,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 0 (Depth -1) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/vespa/s,listing,tpl_listing_vespa_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Orphan,Basic WebPage,Fast,Identified 5 competitive content and SERP feature opportunities.,Low,Moderate,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Top ranking competitors feature dedicated variant selection matrices.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 11.8% (15 sections missing) | Inbound Internal Links: 0 (Depth -1) | AEO Readiness: Low, GEO Readiness: Moderate","['Add dedicated Price section', 'Add dedicated On Road Price section', 'Add dedicated Variants section', 'Add dedicated Specifications section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated Price section', 'Add dedicated On Road Price section', 'Add dedicated Variants section', 'Add dedicated Specifications section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.', 'Include concise definition of variant differences and pricing tiers.']","['Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/suzuki/v-strom-sx,listing,tpl_listing_suzuki_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 3 (Depth -1) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/aprilia/sxr-160,listing,tpl_listing_aprilia_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 2 (Depth 4) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/honda/shine-2006-2024,listing,tpl_listing_honda_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 2 (Depth -1) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/jawa/jawa,listing,tpl_listing_jawa_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 2 (Depth -1) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/honda/honda-dio-125,listing,tpl_listing_honda_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 3 (Depth 3) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/ducati/ducati-monster,listing,tpl_listing_ducati_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 2 (Depth -1) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/aprilia/sr-160,listing,tpl_listing_aprilia_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 2 (Depth 4) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
https://www.drivio.in/honda/cb350,listing,tpl_listing_honda_2seg,,,,,,Ranking data unavailable,Non-Indexable,Critical Content Gaps,Weakly Linked,Basic WebPage,Fast,Identified 4 competitive content and SERP feature opportunities.,Low,Low,Competitor SERPs frequently earn FAQ Rich Snippets; target page lacks FAQ markup.; Leading competitors provide city-wise on-road price breakdowns directly answering commercial search intent.; Competitors display Review and AggregateRating snippets in SERP results.; Competitor sites feature embedded comparison widgets for closely competing models.,Technical & Indexability,P0,130.0,"Content Coverage: 29.4% (12 sections missing) | Inbound Internal Links: 2 (Depth -1) | AEO Readiness: Low, GEO Readiness: Low","['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section', 'Implement Schema.org Product structured data with Offer and Brand entities']",[],"['Add dedicated On Road Price section', 'Add dedicated Specifications section', 'Add dedicated Engine section', 'Add dedicated Power section']",['Implement Schema.org Product structured data with Offer and Brand entities'],"['Add structured Q&A section answering top 5 customer questions (price, mileage, variants, EMI).', 'Present technical specifications in a structured HTML table with clean header rows.']","['Resolve entity naming discrepancies between page Title, H1, and structured data.', 'Implement Schema.org Product markup with Offer, Brand, and Model properties.', 'Add structured specification highlights with standardized units (kmpl, cc, bhp, Nm).', 'Provide clear localized on-road pricing estimates and financing calculators.', ""Add a 'Direct Competitors & Alternatives' comparison section.""]"
