crawl_id,url,final_url,status_code,content_type,response_time,content_length,redirect_chain,title,title_length,title_word_count,description,description_length,h1_count,h1_text,h2_count,h3_count,meta_robots,x_robots_tag,is_indexable,is_follow,canonical,canonical_status,is_self_canonical,word_count,paragraph_count,text_html_ratio,content_hash,internal_links_count,unique_internal_links_count,external_links_count,unique_external_links_count,images_count,images_missing_alt,schema_types,is_schema_valid,hreflangs,page_type,template_id,crawl_depth,is_rendered,error,crawl_timestamp,content_hash_ref,rendered_hash_ref
crawl_20260923_234236,https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians,https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians,200,text/html; charset=utf-8,0.994,270321,[],Here Are The Best Two-wheeler Apps For Indian Bikers,52,9,"With ride recording and sharing being a thing now, if you want to do the same, we’ve made a list of some of best two-wheeler applications for bike enthusiasts in India.",168,1,10 Best Two-wheeler Apps For Indians,19,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/10-best-two-wheeler-apps-for-indians,ok,1,1342,25,3.17,27040b96ec9c52c7910ada0260d7c7d6,76,54,12,8,36,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you,https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you,200,text/html; charset=utf-8,0.918,270001,[],Here’s How Taking A Two-wheeler Training Course Help You In India,65,11,"If you are clueless about riding two-wheelers, there sure are a lot of things you can resort to, one of which is joining a training course. So how do these courses help you? Let’s find out:",189,1,10 Reasons Why A Two-wheeler Training Course Will Help You!,15,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/10-reasons-why-a-two-wheeler-training-course-will-help-you,ok,1,1318,21,2.93,5984c99765a857fdd59eb816e3ccfd16,76,54,12,8,36,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer,https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer,200,text/html; charset=utf-8,0.837,280368,[],A brief look at the two well-differentiated versions of the 2023 Hero Maestro Edge,82,14,More features and added performance for both the 110cc and 125cc versions of Hero Maestro Edge. Know about its unique features and host of attributes that make it standout.,172,1,2023 Hero Maestro Edge – Know what Hero MotoCorp’s best-selling scooter has to offer,4,23,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2023-hero-maestro-edge-know-what-hero-motocorps-best-selling-scooter-has-to-offer,ok,1,1673,23,3.64,35b21c149547429b9c4fb95271e2388c,76,54,12,8,36,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter,https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter,200,text/html; charset=utf-8,0.809,281983,[],Meet India’s first moto-scooter – Honda Dio – in a new avatar.,62,12,The charming 2023 Honda Dio is now more visually appealing and mechanically updated. Have a look at its quick review.,117,1,2023 Honda Dio – Is it still relevant as a modern moto-scooter?,11,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2023-honda-dio-is-it-still-relevant-as-a-modern-moto-scooter,ok,1,1308,19,2.79,dc269b566feb9642acbb4e9c1115b348,83,59,12,8,42,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new,https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new,200,text/html; charset=utf-8,0.678,281953,[],2023 Royal Enfield Bullet 350 vs Previous-gen Bullet 350: What’s New?,69,11,"Engine, chassis, features and a lot more, here’s all that’s new on the updated J-series Royal Enfield Bullet 350:",113,1,2023 Royal Enfield Bullet 350: What’s New?,11,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2023-royal-enfield-bullet-350-whats-new,ok,1,1357,17,3.0,155574b63525bc82121e127fe40e8194,83,58,12,8,42,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here,https://www.drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here,200,text/html; charset=utf-8,0.806,273044,[],Honda Launches The 2023 H’ness CB350 And The CB350RS,52,9,"The updated Honda retro bikes carry massive price hikes, with Honda CB350 RS becoming costly by about Rs 12,000. Is it worth it though? Find out here:",150,1,2023 Honda H’ness CB350 & CB350RS Are Here!,7,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2023-honda-hness-cb350-and-cb350rs-are-here,ok,1,773,11,1.69,a4a60f64d8fd3126ef5769a841bbdea3,83,60,12,8,42,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2024-kawasaki-versys-650-launched-5-must-know-highlights,https://www.drivio.in/featured-stories/2024-kawasaki-versys-650-launched-5-must-know-highlights,200,text/html; charset=utf-8,0.998,273936,[],2024 Kawasaki Versys 650 Launched - 5 Things You MUST Know!,59,11,"If middleweight adventure tourers are your thing, here are five fortes you absolutely must know about the 2024 Kawasaki Versys 650:",131,1,2024 Kawasaki Versys 650 Launched - 5 Must Know Highlights!,9,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2024-kawasaki-versys-650-launched-5-must-know-highlights,ok,1,1225,18,2.88,2edbd6a301499d505b93bc8d1f5ac28f,82,61,12,8,36,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category,https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category,200,text/html; charset=utf-8,1.126,276245,[],"2023 Yamaha Ray ZR 125 - Meet the sporty, yet high fuel-efficient scooter.",74,13,"2023 Yamaha RayZR 125 rises above the regular 125cc scooters. Comes with cool, contemporary feature-list studded with raw power. Here are its complete details.",159,1,2023 Yamaha Ray ZR 125 – Yamaha’s razor-sharp take on the 125cc scooter category,10,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2023-yamaha-ray-zr-125-yamahas-razor-sharp-take-on-the-125cc-scooter-category,ok,1,1490,19,3.2,17e77ee53fdfd4f275e3a55ff35b091c,76,54,12,8,36,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2025-yamaha-mt-15-top-5-highlights-that-every-rider-needs-to-know,https://www.drivio.in/featured-stories/2025-yamaha-mt-15-top-5-highlights-that-every-rider-needs-to-know,200,text/html; charset=utf-8,0.841,263075,[],2025 Yamaha MT-15: Top 5 Highlights for Streetfighter Fans,58,9,"Discover the 2025 Yamaha MT-15 top 5 highlights, from the new TFT display and Bluetooth connectivity to updated colors and performance, redefining the streetfighter experience.",176,1,2025 Yamaha MT-15: Top 5 Highlights That Every Rider Needs to Know,4,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2025-yamaha-mt-15-top-5-highlights-that-every-rider-needs-to-know,ok,1,744,12,1.78,2fe275f0b5433d16cdc62fe8684dbfd3,76,54,12,8,36,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
crawl_20260923_234236,https://www.drivio.in/featured-stories/2024-yezdi-roadking-500-launch-soon-exciting-must-know-aspects,https://www.drivio.in/featured-stories/2024-yezdi-roadking-500-launch-soon-exciting-must-know-aspects,200,text/html; charset=utf-8,0.915,273369,[],2024 Yezdi Roadking 500 Launch: What We All Know So Far,55,11,The upcoming 2024 Yezdi Roadking 500 was recently spotted at an event and here is everything of utmost importance that you need to know about this retro roadster,161,1,2024 Yezdi Roadking 500 Launch Soon: Exciting Must-Know Aspects,8,17,"index, follow, index, follow",,1,1,https://www.drivio.in/featured-stories/2024-yezdi-roadking-500-launch-soon-exciting-must-know-aspects,ok,1,1354,17,2.99,f6f69fa657dab4119afd47ece5ec1bbe,81,59,12,8,36,1,"[""ContactPoint"", ""ImageObject"", ""Organization"", ""SearchAction"", ""WebSite""]",1,[],article,tpl_article_featured-stories_2seg,1,0,,,,
